rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,date,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,selfMade_indicator
1647,1800,Healthcare,Yusuf Hamied,86.0,India,Mumbai,Pharmaceuticals,Healthcare,India,False,D,M,Hamied,Yusuf,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
1647,1800,Finance & Investments,Brian Higgins,58.0,United States,New York,Hedge funds,Finance & Investments,United States,True,E,M,Higgins,Brian,Investor,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Real Estate,Wei Huang,63.0,China,Hangzhou,Real estate,Real Estate,China,True,U,M,Huang,Wei,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Automotive,Yintai Jiang & family,72.0,China,Shanghai,Auto parts,Automotive,China,True,U,M,Jiang,Yintai,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Healthcare,Lei Jin,57.0,China,Changchun,Pharmaceuticals,Healthcare,China,True,U,M,Jin,Lei,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Healthcare,Jin Lei & family,68.0,China,Beijing,Medical equipment,Healthcare,China,True,U,M,Jin,Lei,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Technology,Valentin Kipyatkov,46.0,Cyprus,Peyia,Software,Technology,Cyprus,True,D,M,Kipyatkov,Valentin,,4/4/2023 5:01,102.51,0.3,24564647935.0,75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859,Self Made Billionaires
1647,1800,Diversified,Koo Kwang-mo,45.0,South Korea,Seoul,LG,Diversified,South Korea,False,U,M,Koo,Kwang-mo,,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Inherited Wealth
1647,1800,Technology,George Kurtz,52.0,United States,Paradise Valley,Security software,Technology,United States,True,D,M,Kurtz,George,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Sports,Joe Lacob,67.0,United States,Atherton,Golden State Warriors,Sports,United States,True,U,M,Lacob,Joe,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Technology,Joe Lau,33.0,United States,Stanford,"Blockchain, technology",Technology,United States,True,D,M,Lau,Joe,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Diversified,Louise Lindh,43.0,Sweden,Stockholm,Investments,Diversified,Sweden,False,U,F,Lindh,Louise,,4/4/2023 5:01,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,Inherited Wealth
1647,1800,Metals & Mining,Luo Yangyong & family,47.0,China,Panzhihua,Mining,Metals & Mining,China,True,D,M,Luo,Yangyong,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Media & Entertainment,Joao Roberto Marinho,69.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,D,M,Marinho,Joao Roberto,,4/4/2023 5:01,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Inherited Wealth
1647,1800,Media & Entertainment,Jose Roberto Marinho,67.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,D,M,Marinho,Jose Roberto,,4/4/2023 5:01,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Inherited Wealth
1647,1800,Media & Entertainment,Roberto Irineu Marinho,75.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,D,M,Marinho,Roberto Irineu,,4/4/2023 5:01,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Inherited Wealth
1647,1800,Healthcare,Gary Michelson,74.0,United States,Los Angeles,Medical patents,Healthcare,United States,True,E,M,Michelson,Gary,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Technology,Robert G. Miller,77.0,Canada,Montreal,Electronics components,Technology,Canada,True,E,M,Miller,Robert G.,Founder,4/4/2023 5:01,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,Self Made Billionaires
1647,1800,Real Estate,David Mindus,51.0,Sweden,Stockholm,Real estate,Real Estate,Sweden,True,D,M,Mindus,David,,4/4/2023 5:01,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,Self Made Billionaires
1647,1800,Technology,Adriaan Mol,39.0,Netherlands,Amsterdam,Fintech,Technology,Netherlands,True,N,M,Mol,Adriaan,,4/4/2023 5:01,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,Self Made Billionaires
1647,1800,Real Estate,Mofatraj Munot,78.0,India,Mumbai,Real estate,Real Estate,India,True,U,M,Munot,Mofatraj,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
1647,1800,Finance & Investments,Ezra Nahmad,77.0,Monaco,Monte Carlo,Art,Finance & Investments,Monaco,False,U,M,Nahmad,Ezra,Investor,4/4/2023 5:01,127.59498797113072,4.4119486768243785,7184844193.0,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,38964.0,43.7384176,7.4246158,Inherited Wealth
1647,1800,Manufacturing,Satyanarayan Nuwal,70.0,India,Nagpur,Industrial explosives,Manufacturing,India,True,U,M,Nuwal,Satyanarayan,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
1647,1800,Food & Beverage,Maike Oberwelland-Height,,United States,New York,Candy,Food & Beverage,Germany,False,Split Family Fortune,F,Oberwelland-Height,Maike,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.20000000000002,101.79999999999998,78.5,9.599999999999998,36.60000000000001,328239523.0,37.09024,-95.712891,Inherited Wealth
1647,1800,Diversified,Nihat Ozdemir,72.0,Turkey,Ankara,Diversified,Diversified,Turkey,True,D,M,Ozdemir,Nihat,,4/4/2023 5:01,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,Self Made Billionaires
1647,1800,Technology,Benjamin Zhengmin Pan & family,53.0,China,Shenzhen,Electronics,Technology,China,True,D,M,Pan,Benjamin Zhengmin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Media & Entertainment,Pierre Karl Péladeau,61.0,Canada,Montreal,Media,Media & Entertainment,Canada,False,E,M,Péladeau,Pierre Karl,,4/4/2023 5:01,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,Inherited Wealth
1647,1800,Finance & Investments,Ronald Perelman,80.0,United States,New York,Leveraged buyouts,Finance & Investments,United States,True,D,M,Perelman,Ronald,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Technology,Olivier Pomel,46.0,United States,New York,Cloud computing,Technology,France,True,D,M,Pomel,Olivier,Cofounder,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Media & Entertainment,Krit Ratanarak,76.0,Thailand,Bangkok,"Media, real estate",Media & Entertainment,Thailand,False,E,M,Ratanarak,Krit,,4/4/2023 5:01,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Inherited Wealth
1647,1800,Manufacturing,Vinod Saraf,70.0,India,Mumbai,Chemicals,Manufacturing,India,True,D,M,Saraf,Vinod,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
1647,1800,Technology,Karin Schick,,Germany,Gaildorf,Information technology,Technology,Germany,False,D,F,Schick,Karin,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
1647,1800,Metals & Mining,Anatoly Sedykh,58.0,Russia,Moscow,Steel pipes,Metals & Mining,Russia,True,R,M,Sedykh,Anatoly,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
1647,1800,Food & Beverage,Genhuo Shao,57.0,China,Beijing,Agribusiness,Food & Beverage,China,True,D,M,Shao,Genhuo,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Energy,Shen Xiqiang & family,75.0,China,Yixing,Chemical,Energy,China,True,D,M,Shen,Xiqiang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Technology,S.D. Shibulal,68.0,India,Bangalore,Software services,Technology,India,True,D,M,Shibulal,S.D.,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
1647,1800,Fashion & Retail,Suh Kyung-bae,60.0,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,False,D,M,Suh,Kyung-bae,Chairman,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Inherited Wealth
1647,1800,Food & Beverage,Bambang Sutantio,64.0,Indonesia,Jakarta,Dairy & consumer products,Food & Beverage,Indonesia,True,U,M,Sutantio,Bambang,,4/4/2023 5:01,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,Self Made Billionaires
1647,1800,Manufacturing,Sze Man Bok,73.0,China,Jinjiang,Hygiene products,Manufacturing,China,True,D,M,Sze,Man Bok,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Logistics,Jim Thompson,83.0,Hong Kong,Hong Kong,Logistics,Logistics,United States,True,U,M,Thompson,Jim,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
1647,1800,Manufacturing,Tran Dinh Long,62.0,Vietnam,Hanoi,Steel,Manufacturing,Vietnam,True,D,M,Tran Dinh,Long,,4/4/2023 5:01,163.52,2.8,261921244843.0,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199,Self Made Billionaires
1647,1800,Technology,Alan Trefler,67.0,United States,Brookline,Software,Technology,United States,True,D,M,Trefler,Alan,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Finance & Investments,Riaz Valani,46.0,United States,Malibu,E-cigarettes,Finance & Investments,United States,True,D,M,Valani,Riaz,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Technology,Pieter van der Does,53.0,Netherlands,Amsterdam,Payments software,Technology,Netherlands,True,D,M,van der Does,Pieter,,4/4/2023 5:01,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,Self Made Billionaires
1647,1800,Manufacturing,Martin Viessmann,69.0,Germany,Allendorf,Heating and cooling equipment,Manufacturing,Germany,False,D,M,Viessmann,Martin,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
1647,1800,Technology,Nikil Viswanathan,35.0,United States,San Francisco,Blockchain technology,Technology,United States,True,D,M,Viswanathan,Nikil,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Media & Entertainment,Todd Wagner,62.0,United States,Dallas,Online media,Media & Entertainment,United States,True,D,M,Wagner,Todd,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Technology,Evan Williams,51.0,United States,San Francisco,Twitter,Technology,United States,True,D,M,Williams,Evan,Cofounder and Director,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1647,1800,Metals & Mining,Kie Chie Wong,75.0,Australia,Sydney,Investments,Metals & Mining,Malaysia,False,U,M,Wong,Kie Chie,,4/4/2023 5:01,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Inherited Wealth
1647,1800,Finance & Investments,Thomas Wu,72.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,D,M,Wu,Thomas,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
1647,1800,Energy,Wu Yingming,56.0,China,Ningde,Batteries,Energy,China,True,D,M,Wu,Yingming,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Healthcare,Amy Wyss,52.0,United States,Wilson,Medical equipment,Healthcare,United States,False,D,F,Wyss,Amy,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
1647,1800,Real Estate,Yan Zhi,50.0,China,Wuhan,Real estate,Real Estate,China,True,D,M,Yan,Zhi,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1647,1800,Fashion & Retail,Yoshiaki Yoshida,82.0,Japan,Tokyo,cosmetics,Fashion & Retail,Japan,True,U,M,Yoshida,Yoshiaki,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Self Made Billionaires
1647,1800,Manufacturing,Alan Zekelman,60.0,United States,Bloomfield Hills,Steel,Manufacturing,Canada,False,U,M,Zekelman,Alan,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
1647,1800,Real Estate,Zhang Li,70.0,China,Guangzhou,Real estate,Real Estate,China,True,D,M,Zhang,Li,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
1725,1700,Sports,Amy Adams Strunk,67.0,United States,Nashville,Tennessee Titans,Sports,United States,False,N,F,Adams Strunk,Amy,Owner,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
1725,1700,Finance & Investments,Marc Andreessen,51.0,United States,Atherton,Venture capital investing,Finance & Investments,United States,True,E,M,Andreessen,Marc,Investor,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1725,1700,Metals & Mining,Giovanni Arvedi,85.0,Italy,Cremona,Steel,Metals & Mining,Italy,True,N,M,Arvedi,Giovanni,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Self Made Billionaires
1725,1700,Real Estate,Lesley Bamberger,57.0,Netherlands,Amsterdam,Real estate,Real Estate,Netherlands,False,U,M,Bamberger,Lesley,,4/4/2023 5:01,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,Inherited Wealth
1725,1700,Media & Entertainment,Bang Si-hyuk,50.0,South Korea,Seoul,Entertainment,Media & Entertainment,South Korea,True,D,M,Bang,Si-hyuk,,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Self Made Billionaires
1725,1700,Finance & Investments,David Booth,77.0,United States,Austin,Mutual funds,Finance & Investments,United States,True,E,M,Booth,David,Chairman and CEO,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
1725,1700,Technology,Jim Breyer,61.0,United States,Austin,Venture capital,Technology,United States,True,D,M,Breyer,Jim,Investor,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
